"filename", "language", "TypeScript", "Markdown", "SQLite", "JSON", "comment", "blank", "total"
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Sword/greatSword.ts", "TypeScript", 16, 0, 0, 0, 0, 3, 19
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Sword/longSword.ts", "TypeScript", 16, 0, 0, 0, 0, 3, 19
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Sword/rapier.ts", "TypeScript", 16, 0, 0, 0, 0, 3, 19
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Sword/shortSword.ts", "TypeScript", 16, 0, 0, 0, 0, 3, 19
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Tome/bible.ts", "TypeScript", 12, 0, 0, 0, 0, 3, 15
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Tome/codex.ts", "TypeScript", 12, 0, 0, 0, 0, 3, 15
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Tome/grimoire.ts", "TypeScript", 12, 0, 0, 0, 0, 3, 15
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Equipment/Weapon/Wand/wand.ts", "TypeScript", 12, 0, 0, 0, 0, 3, 15
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Ingot/definition.ts", "TypeScript", 97, 0, 0, 0, 0, 10, 107
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Resource/cloth.ts", "TypeScript", 115, 0, 0, 0, 0, 16, 131
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Resource/gem.ts", "TypeScript", 15, 0, 0, 0, 0, 3, 18
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Resource/leather.ts", "TypeScript", 108, 0, 0, 0, 0, 17, 125
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Resource/plank.ts", "TypeScript", 31, 0, 0, 0, 0, 6, 37
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/Resource/thread.ts", "TypeScript", 87, 0, 0, 0, 0, 14, 101
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/definition.ts", "TypeScript", 17, 0, 0, 0, 0, 2, 19
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/enum.ts", "TypeScript", 118, 0, 0, 0, 0, 1, 119
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/index.ts", "TypeScript", 0, 0, 0, 0, 0, 1, 1
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Blueprint/repository.ts", "TypeScript", 258, 0, 0, 0, 0, 2, 260
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BreathingSkill/BreathinglSkill.ts", "TypeScript", 50, 0, 0, 0, 2, 4, 56
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BreathingSkill/activeBreathingSkill.ts", "TypeScript", 67, 0, 0, 0, 0, 4, 71
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BreathingSkill/definition/basicBreathingTechnique.ts", "TypeScript", 47, 0, 0, 0, 8, 1, 56
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BreathingSkill/enum.ts", "TypeScript", 3, 0, 0, 0, 0, 1, 4
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BreathingSkill/repository.ts", "TypeScript", 6, 0, 0, 0, 0, 2, 8
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/advancingPace.ts", "TypeScript", 85, 0, 0, 0, 9, 8, 102
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/aegisPulse.ts", "TypeScript", 46, 0, 0, 0, 3, 7, 56
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/aegisShield.ts", "TypeScript", 47, 0, 0, 0, 3, 7, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/arcaneShield.ts", "TypeScript", 46, 0, 0, 0, 1, 4, 51
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/bless.ts", "TypeScript", 48, 0, 0, 0, 0, 4, 52
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/cowardlyCharge.ts", "TypeScript", 56, 0, 0, 0, 2, 7, 65
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/curseMarkActive.ts", "TypeScript", 55, 0, 0, 0, 1, 7, 63
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/defenseUp.ts", "TypeScript", 57, 0, 0, 0, 0, 6, 63
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/duelingStance.ts", "TypeScript", 64, 0, 0, 0, 1, 7, 72
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/edgeCharge.ts", "TypeScript", 53, 0, 0, 0, 4, 8, 65
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/exposeWeaknessActive.ts", "TypeScript", 55, 0, 0, 0, 1, 7, 63
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/haste.ts", "TypeScript", 50, 0, 0, 0, 1, 6, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/hiding.ts", "TypeScript", 48, 0, 0, 0, 0, 4, 52
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/innerVeil.ts", "TypeScript", 56, 0, 0, 0, 0, 7, 63
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/parry.ts", "TypeScript", 55, 0, 0, 0, 0, 8, 63
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/planarAbsorption.ts", "TypeScript", 46, 0, 0, 0, 0, 7, 53
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/precognition.ts", "TypeScript", 53, 0, 0, 0, 0, 6, 59
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/rage.ts", "TypeScript", 59, 0, 0, 0, 0, 9, 68
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/regen.ts", "TypeScript", 65, 0, 0, 0, 2, 8, 75
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/retreat.ts", "TypeScript", 52, 0, 0, 0, 0, 5, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/reversalPalm.ts", "TypeScript", 55, 0, 0, 0, 0, 7, 62
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/slaveDriver.ts", "TypeScript", 42, 0, 0, 0, 1, 6, 49
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/spellParry.ts", "TypeScript", 61, 0, 0, 0, 1, 6, 68
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/spiritRattle.ts", "TypeScript", 57, 0, 0, 0, 0, 5, 62
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/taunt.ts", "TypeScript", 51, 0, 0, 0, 0, 5, 56
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/buffs/warCry.ts", "TypeScript", 64, 0, 0, 0, 4, 7, 75
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/analyze.ts", "TypeScript", 48, 0, 0, 0, 0, 5, 53
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/bearTrap.ts", "TypeScript", 33, 0, 0, 0, 2, 6, 41
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/bleed.ts", "TypeScript", 60, 0, 0, 0, 1, 9, 70
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/blind.ts", "TypeScript", 53, 0, 0, 0, 2, 6, 61
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/burn.ts", "TypeScript", 52, 0, 0, 0, 0, 5, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/charmed.ts", "TypeScript", 51, 0, 0, 0, 0, 7, 58
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/critDef.ts", "TypeScript", 56, 0, 0, 0, 7, 9, 72
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/cursed.ts", "TypeScript", 48, 0, 0, 0, 0, 4, 52
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/dazed.ts", "TypeScript", 53, 0, 0, 0, 0, 4, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/disruptPattern.ts", "TypeScript", 52, 0, 0, 0, 0, 5, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/entangled.ts", "TypeScript", 59, 0, 0, 0, 1, 7, 67
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/exposed.ts", "TypeScript", 52, 0, 0, 0, 0, 7, 59
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/fear.ts", "TypeScript", 50, 0, 0, 0, 0, 6, 56
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/healCooldown.ts", "TypeScript", 52, 0, 0, 0, 0, 6, 58
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/hexMark.ts", "TypeScript", 50, 0, 0, 0, 0, 7, 57
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/hexed.ts", "TypeScript", 59, 0, 0, 0, 0, 7, 66
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/massHealCooldown.ts", "TypeScript", 52, 0, 0, 0, 0, 6, 58
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/mendSpiritCooldown.ts", "TypeScript", 52, 0, 0, 0, 0, 6, 58
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/slow.ts", "TypeScript", 50, 0, 0, 0, 0, 6, 56
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/definitions/debuffs/stun.ts", "TypeScript", 60, 0, 0, 0, 1, 7, 68
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/enum.ts", "TypeScript", 51, 0, 0, 0, 4, 7, 62
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/repository.ts", "TypeScript", 102, 0, 0, 0, 4, 8, 114
"/Users/vajrap/workspace/MyProject/Server/src/Entity/BuffsAndDebuffs/type.ts", "TypeScript", 39, 0, 0, 0, 4, 4, 47
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/EVENT_CARD_LIFECYCLE.md", "Markdown", 0, 442, 0, 0, 0, 111, 553
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/GlobalEventCard.ts", "TypeScript", 25, 0, 0, 0, 0, 6, 31
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/definitions/boringYear.ts", "TypeScript", 18, 0, 0, 0, 0, 1, 19
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/definitions/dragonHorde.ts", "TypeScript", 0, 0, 0, 0, 124, 12, 136
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/definitions/greatFamine.ts", "TypeScript", 52, 0, 0, 0, 23, 11, 86
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/definitions/index.ts", "TypeScript", 8, 0, 0, 0, 0, 2, 10
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/definitions/kingdomMarch.ts", "TypeScript", 0, 0, 0, 0, 122, 11, 133
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/definitions/mildSeason.ts", "TypeScript", 68, 0, 0, 0, 19, 13, 100
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/GlobalEventCard/types.ts", "TypeScript", 99, 0, 0, 0, 10, 14, 123
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/RegionEventCard/RegionEventCard.ts", "TypeScript", 19, 0, 0, 0, 0, 4, 23
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/RegionEventCard/definitions/banditRaids.ts", "TypeScript", 62, 0, 0, 0, 7, 7, 76
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/RegionEventCard/definitions/index.ts", "TypeScript", 16, 0, 0, 0, 7, 6, 29
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/RegionEventCard/definitions/merchantCaravan.ts", "TypeScript", 58, 0, 0, 0, 2, 8, 68
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/RegionEventCard/definitions/quietSeason.ts", "TypeScript", 33, 0, 0, 0, 1, 5, 39
"/Users/vajrap/workspace/MyProject/Server/src/Entity/Card/RegionEventCard/definitions/regionalConflict.ts", "TypeScript", 75, 0, 0, 0, 6, 10, 91
