"filename", "language", "XML", "TypeScript", "JSON", "JavaScript", "JSON with Comments", "PostCSS", "Markdown", "TypeScript JSX", "YAML", "Shell Script", "HTML", "Log", "SQLite", "Properties", "Docker", "comment", "blank", "total"
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/MusicPlayer/components/SongList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 6, 120
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/MusicPlayer/components/VRMusicPlayer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 0, 0, 0, 0, 0, 25, 39, 370
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/MusicPlayer/hooks/useMusicPlayer.ts", "TypeScript", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37, 222
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/MusicPlayer/index.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/MusicPlayer/songList.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 102
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/MusicPlayer/types.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/VR/VRToggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 1, 10, 108
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/VR/VRWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 3, 7, 61
"/Users/vajrap/workspace/MyProject/Client/webapp/src/components/VR/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/vajrap/workspace/MyProject/Client/webapp/src/config/actions.ts", "TypeScript", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 125
"/Users/vajrap/workspace/MyProject/Client/webapp/src/localization/index.ts", "TypeScript", 0, 941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 980
"/Users/vajrap/workspace/MyProject/Client/webapp/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 3, 18
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/RestHandler.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 94
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/authService.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 12, 110
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/characterService.ts", "TypeScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 67
"/Users/vajrap/workspace/MyProject/Client/webapp/src/services/validation.ts", "TypeScript", 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 44, 329
"/Users/vajrap/workspace/MyProject/Client/webapp/src/styles/global.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 5, 2, 71
"/Users/vajrap/workspace/MyProject/Client/webapp/src/styles/theme.ts", "TypeScript", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 17, 330
"/Users/vajrap/workspace/MyProject/Client/webapp/src/theme/index.ts", "TypeScript", 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 8, 437
"/Users/vajrap/workspace/MyProject/Client/webapp/src/theme/theme.d.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/vajrap/workspace/MyProject/Client/webapp/src/types/character.ts", "TypeScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 112
"/Users/vajrap/workspace/MyProject/Client/webapp/src/types/localization.ts", "TypeScript", 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 275
"/Users/vajrap/workspace/MyProject/Client/webapp/src/utils/localizationHelper.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 57
"/Users/vajrap/workspace/MyProject/Client/webapp/src/viewmodels/LoginViewModel.ts", "TypeScript", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 34, 215
"/Users/vajrap/workspace/MyProject/Client/webapp/src/viewmodels/RegisterViewModel.ts", "TypeScript", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 46, 301
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/CharacterCreationView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 0, 0, 0, 0, 21, 60, 629
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/GameView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 9, 10, 131
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/LoginView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 0, 0, 11, 33, 423
"/Users/vajrap/workspace/MyProject/Client/webapp/src/views/RegisterView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 516, 0, 0, 0, 0, 0, 0, 0, 12, 36, 564
"/Users/vajrap/workspace/MyProject/Client/webapp/src/vite-env.d.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 31
"/Users/vajrap/workspace/MyProject/Client/webapp/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 40
"/Users/vajrap/workspace/MyProject/Client/webapp/tsconfig.node.json", "JSON", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/vajrap/workspace/MyProject/Client/webapp/vite.config.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 33
"/Users/vajrap/workspace/MyProject/Doc/project.markdown", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/vajrap/workspace/MyProject/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 9
"/Users/vajrap/workspace/MyProject/Server/Common/Text/TextEnum.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/vajrap/workspace/MyProject/Server/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Battle/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 123
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Battle/getTarget.test.ts", "TypeScript", 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 68, 413
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Character/Character.test.ts", "TypeScript", 0, 452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 81, 543
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Character/Subclass/Alignment/CharacterAlighment.test.ts", "TypeScript", 0, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 344
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Character/Subclass/Stats/CharacterAttributes.test.ts", "TypeScript", 0, 419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 97, 535
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Character/Subclass/Stats/train.test.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Character/Subclass/Title/title.test.ts", "TypeScript", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 118
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Character/Subclass/Vitals/CharacterVitals.test.ts", "TypeScript", 0, 499, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 145, 671
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Location/Location.refillResources.test.ts", "TypeScript", 0, 1416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 131, 1575
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Location/LocationGraph.test.ts", "TypeScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 153
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Market/PriceModifiers.test.ts", "TypeScript", 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 74, 369
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Market/ResourceProductionTracker.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 469, 96, 565
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/News/NewsArchive.test.ts", "TypeScript", 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 83, 518
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Skill/learnSkill.test.ts", "TypeScript", 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 373
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Weather/WeatherCard.test.ts", "TypeScript", 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 62, 355
"/Users/vajrap/workspace/MyProject/Server/Tests/Entity/Weather/getRandomWeatherDeviant.test.ts", "TypeScript", 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 41, 209
"/Users/vajrap/workspace/MyProject/Server/Tests/Helper/Character.ts", "TypeScript", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 227
"/Users/vajrap/workspace/MyProject/Server/Tests/Services/CharacterService.pure.test.ts", "TypeScript", 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 75, 430
"/Users/vajrap/workspace/MyProject/Server/Tests/Utils/Dice.test.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 57
"/Users/vajrap/workspace/MyProject/Server/Tests/Utils/isBodyValid.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 9, 41
"/Users/vajrap/workspace/MyProject/Server/Tests/Utils/statMod.test.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"/Users/vajrap/workspace/MyProject/Server/Tests/playGround.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 96
"/Users/vajrap/workspace/MyProject/Server/bun.lock", "JSON with Comments", 0, 0, 0, 0, 591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 555, 1146
"/Users/vajrap/workspace/MyProject/Server/drizzle.config.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/vajrap/workspace/MyProject/Server/jest.config.js", "JavaScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/vajrap/workspace/MyProject/Server/package-lock.json", "JSON", 0, 0, 9526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9527
"/Users/vajrap/workspace/MyProject/Server/package.json", "JSON", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"/Users/vajrap/workspace/MyProject/Server/scripts/db-management.ts", "TypeScript", 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 55, 432
"/Users/vajrap/workspace/MyProject/Server/scripts/migrate.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 35
"/Users/vajrap/workspace/MyProject/Server/scripts/test-db.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 67
"/Users/vajrap/workspace/MyProject/Server/scripts/test-endpoints.ts", "TypeScript", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 203
"/Users/vajrap/workspace/MyProject/Server/src/API/auth/index.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 60
"/Users/vajrap/workspace/MyProject/Server/src/API/character/index.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 98
"/Users/vajrap/workspace/MyProject/Server/src/API/guest/index.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 8
"/Users/vajrap/workspace/MyProject/Server/src/API/index.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 18
"/Users/vajrap/workspace/MyProject/Server/src/API/login/index.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 63
"/Users/vajrap/workspace/MyProject/Server/src/API/networkTest/index.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/vajrap/workspace/MyProject/Server/src/API/party/index.ts", "TypeScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 107
"/Users/vajrap/workspace/MyProject/Server/src/API/register/index.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 49
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/battle_report.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 34
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/character.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 70
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/game_state.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 30
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/index.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 34
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/item_instances.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 55
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/market_state.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 32
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/news.ts", "TypeScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 17, 110
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/party.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 30
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/resource_production_tracking.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 30
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/session.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/vajrap/workspace/MyProject/Server/src/Database/Schema/user.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/vajrap/workspace/MyProject/Server/src/Database/Services/userService.ts", "TypeScript", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 27, 186
